id,label,desc,id_no_prefix,domain,range
http://dbpedia.org/ontology/latinName,name in latin,name in latin,latinName,,
http://dbpedia.org/ontology/locationIdentifier,Location Identifier,Location Identifier,locationIdentifier,Airport,
http://dbpedia.org/ontology/lowerAge,lower age,lower age,lowerAge,School,
http://dbpedia.org/ontology/maidenVoyage,maiden voyage,maiden voyage,maidenVoyage,Ship,
http://dbpedia.org/ontology/note,note,note,note,AutomobileEngine,
http://dbpedia.org/ontology/numberOfDoctoralStudents,number of doctoral students,number of doctoral students,numberOfDoctoralStudents,University,
http://dbpedia.org/ontology/numberOfDoors,number of doors,number of doors,numberOfDoors,Automobile,
http://dbpedia.org/ontology/numberOfMatches,number of matches or caps,number of matches or caps,numberOfMatches,CareerStation,
http://dbpedia.org/ontology/numberOfOrbits,number of orbits,number of orbits,numberOfOrbits,SpaceMission,
http://dbpedia.org/ontology/numberOfPostgraduateStudents,number of postgraduate students,number of postgraduate students,numberOfPostgraduateStudents,University,
http://dbpedia.org/ontology/numberOfUndergraduateStudents,number of undergraduate students,number of undergraduate students,numberOfUndergraduateStudents,EducationalInstitution,
http://dbpedia.org/ontology/numberOfWineries,number of wineries,number of wineries,numberOfWineries,WineRegion,
http://dbpedia.org/ontology/offeredClasses,offered classes,offered classes,offeredClasses,EducationalInstitution,
http://dbpedia.org/ontology/orderDate,order date,order date,orderDate,Ship,
http://dbpedia.org/ontology/orderInOffice,order in office,order in office,orderInOffice,,
http://dbpedia.org/ontology/overallRecord,overall record,overall record,overallRecord,CollegeCoach,
http://dbpedia.org/ontology/oversight,oversight,oversight,oversight,School,
http://dbpedia.org/ontology/pistonStroke,piston stroke (μ),piston stroke (μ),pistonStroke,AutomobileEngine,Length
http://dbpedia.org/ontology/production,production,production,production,Company,
http://dbpedia.org/ontology/programCost,program cost ($),program cost ($),programCost,Aircraft,Currency
http://dbpedia.org/ontology/prominence,prominence (μ),prominence (μ),prominence,,Length
http://dbpedia.org/ontology/pronunciation,pronunciation,pronunciation,pronunciation,,
http://dbpedia.org/ontology/pseudonym,pseudonym,pseudonym,pseudonym,Person,
http://dbpedia.org/ontology/retired,retired,retired,retired,,
http://dbpedia.org/ontology/schoolCode,school code,school code,schoolCode,School,
http://dbpedia.org/ontology/sex,sex,sex,sex,Person,
http://dbpedia.org/ontology/shoots,shoots,shoots,shoots,IceHockeyPlayer,
http://dbpedia.org/ontology/signature,signature,signature,signature,Person,
http://dbpedia.org/ontology/slogan,slogan,slogan,slogan,,
http://dbpedia.org/ontology/staff,staff,staff,staff,Organisation,
http://dbpedia.org/ontology/surfaceArea,surface area (m2),surface area (m2),surfaceArea,Planet,Area
http://dbpedia.org/ontology/teamSize,team size,team size,teamSize,,
http://dbpedia.org/ontology/testaverage,testaverage,testaverage,testaverage,School,
http://dbpedia.org/ontology/torqueOutput,torque output (Nm),torque output (Nm),torqueOutput,AutomobileEngine,Torque
http://dbpedia.org/ontology/tournamentRecord,tournament record,tournament record,tournamentRecord,CollegeCoach,
http://dbpedia.org/ontology/tuition,tuition ($),tuition ($),tuition,School,Currency
http://dbpedia.org/ontology/undraftedYear,undrafted year,undrafted year,undraftedYear,GridironFootballPlayer,
http://dbpedia.org/ontology/unitCost,unit cost ($),unit cost ($),unitCost,Aircraft,Currency
http://dbpedia.org/ontology/upperAge,upper age,upper age,upperAge,School,
http://dbpedia.org/ontology/valvetrain,valvetrain,valvetrain,valvetrain,AutomobileEngine,valvetrain
http://dbpedia.org/ontology/years,years,years,years,SoccerPlayer,
http://dbpedia.org/ontology/barPassRate,bar pass rate,bar pass rate,barPassRate,School,
http://dbpedia.org/ontology/dateUse,date use,date use,dateUse,Canal,
http://dbpedia.org/ontology/established,Established,Established,established,ChristianDoctrine,
http://dbpedia.org/ontology/rankingWins,ranking wins,ranking wins,rankingWins,SnookerPlayer,
http://dbpedia.org/ontology/whaDraft,wha draft,wha draft,whaDraft,IceHockeyPlayer,
http://dbpedia.org/ontology/distanceToDouglas,distance to Douglas (μ),distance to Douglas (μ),distanceToDouglas,Settlement,Length
http://dbpedia.org/ontology/facilityId,facility id,facility id,facilityId,RadioStation,
http://dbpedia.org/ontology/fansgroup,fansgroup,fansgroup,fansgroup,SoccerClub,
http://dbpedia.org/ontology/largestWin,largest win,largest win,largestWin,SoccerClub,
http://dbpedia.org/ontology/mapCaption,map caption,map caption,mapCaption,Place,
http://dbpedia.org/ontology/restoreDate,restore date,restore date,restoreDate,,
http://dbpedia.org/ontology/aoCloassification,AO,AO,aoCloassification,Disease,
http://dbpedia.org/ontology/floodingDate,flooding date,flooding date,floodingDate,,
http://dbpedia.org/ontology/nameDay,name day,name day,nameDay,GivenName,
http://dbpedia.org/ontology/gasChambers,gas chambers,Number or description of gas chambers of a ConcentrationCamp,gasChambers,ConcentrationCamp,
http://dbpedia.org/ontology/victim,victim (resource),"Specific (eg notable) person, or specific class of people (eg Romani) that are victim of a ConcentrationCamp, Criminal, SerialKiller, or some other atrocity",victim,,
http://dbpedia.org/ontology/callSign,call sign,"A call sign is not the name of a broadcaster! In broadcasting and radio communications, a call sign (also known as a call name or call letters, or abbreviated as a call) is a unique designation for a transmitting station.",callSign,,
http://dbpedia.org/ontology/colourHexCode,colour hex code,A colour represented by its hex code (e.g.: #FF0000 or #40E0D0),colourHexCode,,
http://dbpedia.org/ontology/muteCharacterInPlay,mute character in play,Name of a mute character in play.,muteCharacterInPlay,Play,
http://dbpedia.org/ontology/passengersPerDay,passengers per day,Number of passengers per day.,passengersPerDay,Infrastructure,
http://dbpedia.org/ontology/usSales,US sales,Number of things (eg vehicles) sold in the US,usSales,Sales,
http://dbpedia.org/ontology/demolitionYear,demolition year,The year the building was demolished.,demolitionYear,ArchitecturalStructure,
http://dbpedia.org/ontology/iso31661Code,ISO 3166-1 code,"defines codes for the names of countries, dependent territories, and special areas of geographical interest",iso31661Code,Place,
http://dbpedia.org/ontology/maxTime,maximum preparation time (s),Maximum preparation time of a recipe / Food,maxTime,Food,Time
http://dbpedia.org/ontology/minTime,minimum preparation time (s),Minimum preparation time of a recipe / Food,minTime,Food,Time
http://dbpedia.org/ontology/projectKeyword,project keyword,A key word of the project.,projectKeyword,Project,
http://dbpedia.org/ontology/projectStartDate,project start date,The start date of the project.,projectStartDate,Project,
http://dbpedia.org/ontology/lccnId,LCCN Id,Library of Congress Control Number,lccnId,,
http://dbpedia.org/ontology/viafId,VIAF Id,"Virtual International Authority File ID (operated by Online Computer Library Center, OCLC). Property range set to Agent because of corporate authors",viafId,,
http://dbpedia.org/ontology/academicDiscipline,academic discipline,"An academic discipline, or field of study, is a branch of knowledge that is taught and researched at the college or university level. Disciplines are defined (in part), and recognized by the academic journals in which research is published, and the learned societies and academic departments or faculties to which their practitioners belong.",academicDiscipline,AcademicJournal,
http://dbpedia.org/ontology/almaMater,alma mater,schools that they attended,almaMater,Person,EducationalInstitution
http://dbpedia.org/ontology/artist,performer,The performer or creator of the musical work.,artist,MusicalWork,Agent
http://dbpedia.org/ontology/award,award,"Award won by a Person, Musical or other Work, RaceHorse, Building, etc",award,,Award
http://dbpedia.org/ontology/bandMember,band member,A member of the band.,bandMember,Band,Person
http://dbpedia.org/ontology/broadcastNetwork,broadcast network,The parent broadcast network to which the broadcaster belongs.,broadcastNetwork,Broadcaster,BroadcastNetwork
http://dbpedia.org/ontology/campus,campus,"Campus means any urban complex that offers residential, teaching and research facilities to the students of a university.",campus,University,
http://dbpedia.org/ontology/chain,chaîne,The (business) chain this instance is associated with.,chain,,Company
http://dbpedia.org/ontology/champion,champion,winner of a competition,champion,SportsEvent,Athlete
http://dbpedia.org/ontology/championInDoubleFemale,champion in double female,winner of a competition in the female double session (as in tennis),championInDoubleFemale,SportsEvent,Athlete
http://dbpedia.org/ontology/championInDoubleMale,champion in double male,winner of a competition in the male double session (as in tennis),championInDoubleMale,SportsEvent,Athlete
http://dbpedia.org/ontology/championInMixedDouble,champion in mixed double,winner of a competition in the mixed double session (as in tennis),championInMixedDouble,SportsEvent,Athlete
http://dbpedia.org/ontology/championInSingleFemale,champion in single female,"winner of a competition in the single female session, to distinguish from the double session (as in tennis)",championInSingleFemale,SportsEvent,Athlete
http://dbpedia.org/ontology/championInSingleMale,champion in single male,"winner of a competition in the single male session, to distinguish from the double session (as in tennis)",championInSingleMale,SportsEvent,Athlete
http://dbpedia.org/ontology/colour,colour,A colour represented by its entity.,colour,,Colour
http://dbpedia.org/ontology/computingPlatform,computing platform,"some sort of hardware architecture or software framework, that allows this software to run",computingPlatform,Software,
http://dbpedia.org/ontology/country,country,The country where the thing is located.,country,,Country
http://dbpedia.org/ontology/coverArtist,cover artist,Cover artist,coverArtist,Work,Person
http://dbpedia.org/ontology/cpu,CPU,CPU of an InformationAppliance or VideoGame (which unfortunately is currently under Software),cpu,,
http://dbpedia.org/ontology/creator,creator (agent),Creator/author of a work. For literal (string) use dc:creator; for object (URL) use creator,creator,,Agent
http://dbpedia.org/ontology/developer,developer,"Developer of a Work (Artwork, Book, Software) or Building (Hotel, Skyscraper)",developer,,Agent
http://dbpedia.org/ontology/director,film director,A film director is a person who directs the making of a film.,director,Film,Person
http://dbpedia.org/ontology/disease,disease,Points to a disease pertaining to the subject at hand.,disease,,Disease
http://dbpedia.org/ontology/format,format (object),"Format of the resource (as object). Use dct:format for literal, format for object",format,,
http://dbpedia.org/ontology/formerBandMember,former band member,A former member of the band.,formerBandMember,Band,Person
http://dbpedia.org/ontology/foundedBy,founded by,Identifies the founder of the described entity. This can be a person or a organisation for instance.,foundedBy,,Agent
http://dbpedia.org/ontology/founder,founder,"Ein Gründer oder Gründungsmitglied einer Organisation, Religion oder eines Ortes.",founder,,Person
http://dbpedia.org/ontology/gameArtist,game artist,A game artist is an artist who creates art for one or more types of games. Game artists are responsible for all of the aspects of game development that call for visual art.,gameArtist,VideoGame,Person
http://dbpedia.org/ontology/genre,genre,"The genre of the thing (music group, film, etc.)",genre,,Genre
http://dbpedia.org/ontology/genus,genus,"A rank in the classification of organisms, below family and above species; a taxon at that rank",genus,Species,
http://dbpedia.org/ontology/governingBody,governing body,Body that owns/operates the Place.,governingBody,Place,Organisation
http://dbpedia.org/ontology/governmentType,government type,"broadly, the type of structure of its government",governmentType,,GovernmentType
http://dbpedia.org/ontology/hasVariant,variant or variation,"variant or variation, for example all variations of a color",hasVariant,,
http://dbpedia.org/ontology/hybrid,hybrid,Plants from which another plant (or cultivar) has been developed from,hybrid,Plant,Plant
http://dbpedia.org/ontology/illustrator,illustrator,Illustrator (where used throughout and a major feature),illustrator,WrittenWork,Person
http://dbpedia.org/ontology/influenced,influenced,The subject influenced the object. inverseOf influencedBy. Subject and object can be Persons or Works (eg ProgrammingLanguage),influenced,,
http://dbpedia.org/ontology/influencedBy,influenced by,The subject was influenced by the object. inverseOf influenced. Subject and object can be Persons or Works (eg ProgrammingLanguage),influencedBy,,
http://dbpedia.org/ontology/ingredient,ingredient,"Main ingredient used to prepare a specific Food or Beverage. For strings use ingredientName, for objects use ingredient.",ingredient,Food,
http://dbpedia.org/ontology/kingdom,kingdom,"In biology, kingdom (Latin: regnum, pl. regna) is a taxonomic rank, which is either the highest rank or in the more recent three-domain system, the rank below domain.",kingdom,Species,
http://dbpedia.org/ontology/knownFor,known for,"Work, historic event, etc that the subject is known for. Applies to Person, Organization, ConcentrationCamp, etc",knownFor,,
http://dbpedia.org/ontology/language,language,"Use dc:language for literal, language for object",language,,Language
http://dbpedia.org/ontology/literaryGenre,literary genre,"A literary genre is a category of literary composition. Genres may be determined by literary technique, tone, content, or even (as in the case of fiction) length.",literaryGenre,WrittenWork,
http://dbpedia.org/ontology/locationCity,location city,City the thing is located.,locationCity,Organisation,City
http://dbpedia.org/ontology/locationCountry,państwo,Country the thing is located.,locationCountry,,Country
http://dbpedia.org/ontology/lyrics,lyrics,"Creator of the text of a MusicalWork, eg Musical, Opera or Song",lyrics,MusicalWork,Person
http://dbpedia.org/ontology/mediaType,media type,Print / On-line (then binding types etc. if relevant),mediaType,WrittenWork,
http://dbpedia.org/ontology/meetingRoad,meeting road,A road that crosses another road at the junction.,meetingRoad,RoadJunction,Road
http://dbpedia.org/ontology/militaryBranch,military branch,"The service branch (Army, Navy, etc.) a person is part of.",militaryBranch,MilitaryPerson,MilitaryUnit
http://dbpedia.org/ontology/musicType,musicType,Type is too general. We should be able to distinguish types of music from types of architecture,musicType,MusicalWork,
http://dbpedia.org/ontology/nonFictionSubject,non-fiction subject,"The subject of a non-fiction book (e.g.: History, Biography, Cookbook, Climate change, ...).",nonFictionSubject,WrittenWork,
http://dbpedia.org/ontology/operator,operator,"Organisation or City who is the operator of an ArchitecturalStructure, PublicTransitSystem, ConcentrationCamp, etc. Not to confuse with builder, owner or maintainer.
Domain is unrestricted since Organization is Agent but City is Place. Range is unrestricted since anything can be operated.",operator,,
http://dbpedia.org/ontology/originalLanguage,original language,The original language of the work.,originalLanguage,Work,Language
http://dbpedia.org/ontology/owner,owner,"Used as if meaning: owned by, has as its owner",owner,,Agent
http://dbpedia.org/ontology/phylum,phylum,"A rank in the classification of organisms, below kingdom and above class; also called a division, especially in describing plants; a taxon at that rank.",phylum,Species,
http://dbpedia.org/ontology/picture,picture,A picture of something or someone.,picture,,
http://dbpedia.org/ontology/politicalPartyInLegislature,political party in legislature,Political party in the legislature (eg.: European People's Party in the European Parliament).,politicalPartyInLegislature,Legislature,PoliticalParty
http://dbpedia.org/ontology/politicalPartyOfLeader,political party of leader,The Political party of leader.,politicalPartyOfLeader,Legislature,PoliticalParty
http://dbpedia.org/ontology/politician,politician,The politician exercising this function.,politician,PoliticalFunction,Politician
http://dbpedia.org/ontology/populationPlace,population place,a place were members of an ethnic group are living,populationPlace,EthnicGroup,PopulatedPlace
http://dbpedia.org/ontology/premierePlace,premiere place,The theatre and/or city the play was first performed in.,premierePlace,Play,
http://dbpedia.org/ontology/producer,producer,The producer of the creative work.,producer,Work,Agent
http://dbpedia.org/ontology/productionCompany,production company,"the company that produced the work e.g. Film, MusicalWork, Software",productionCompany,Work,Company
http://dbpedia.org/ontology/programmeFormat,programme format,The programming format describes the overall content broadcast on a radio or television station.,programmeFormat,Broadcaster,
http://dbpedia.org/ontology/projectCoordinator,project coordinator,The coordinating organisation of the project.,projectCoordinator,ResearchProject,Organisation
http://dbpedia.org/ontology/projectParticipant,project participant,A participating organisation of the project.,projectParticipant,ResearchProject,Organisation
http://dbpedia.org/ontology/publisher,publisher,Publisher of a work. For literal (string) use dc:publisher; for object (URL) use publisher,publisher,Work,Agent
http://dbpedia.org/ontology/region,region,The regin where the thing is located or is connected to.,region,,Place
http://dbpedia.org/ontology/residence,residence,Place of residence of a person.,residence,Person,Place
http://dbpedia.org/ontology/routeEnd,route end,"End of the route. This is where the route ends and, for U.S. roads, is either at the northern terminus or eastern terminus.",routeEnd,RouteOfTransportation,Station
http://dbpedia.org/ontology/routeJunction,route junction,A junction or cross to another route.,routeJunction,RouteOfTransportation,Station
http://dbpedia.org/ontology/routeStart,route start,"Start of the route. This is where the route begins and, for U.S. roads, is either at the southern terminus or western terminus.",routeStart,RouteOfTransportation,Station
http://dbpedia.org/ontology/statisticYear,statistic year,statistic year,statisticYear,BaseballPlayer,
http://dbpedia.org/ontology/cmykCoordinateBlack,black coordinate in the CMYK space,black coordinate in the CMYK space,cmykCoordinateBlack,Colour,
http://dbpedia.org/ontology/cmykCoordinateCyanic,cyanic coordinate in the CMYK space,cyanic coordinate in the CMYK space,cmykCoordinateCyanic,Colour,
http://dbpedia.org/ontology/cmykCoordinateMagenta,magenta coordinate in the CMYK space,magenta coordinate in the CMYK space,cmykCoordinateMagenta,Colour,
http://dbpedia.org/ontology/cmykCoordinateYellow,yellow coordinate in the CMYK space,yellow coordinate in the CMYK space,cmykCoordinateYellow,Colour,
http://dbpedia.org/ontology/hsvCoordinateHue,hue coordinate in the HSV colour space,hue coordinate in the HSV colour space,hsvCoordinateHue,Colour,
http://dbpedia.org/ontology/hsvCoordinateSaturation,saturation coordinate in the HSV colour space,saturation coordinate in the HSV colour space,hsvCoordinateSaturation,Colour,
http://dbpedia.org/ontology/hsvCoordinateValue,value coordinate in the HSV colour space,value coordinate in the HSV colour space,hsvCoordinateValue,Colour,
http://dbpedia.org/ontology/rgbCoordinateBlue,bluecoordinate in the RGB space,bluecoordinate in the RGB space,rgbCoordinateBlue,Colour,
http://dbpedia.org/ontology/rgbCoordinateGreen,green coordinate in the RGB space,green coordinate in the RGB space,rgbCoordinateGreen,Colour,
http://dbpedia.org/ontology/rgbCoordinateRed,red coordinate in the RGB space,red coordinate in the RGB space,rgbCoordinateRed,Colour,
http://dbpedia.org/ontology/wavelength,wavelength (μ),wavelength (μ),wavelength,Colour,Length
http://dbpedia.org/ontology/incumbent,incumbent,incumbent,incumbent,,Person
http://dbpedia.org/ontology/nominee,nominee,nominee,nominee,,Person
http://dbpedia.org/ontology/president,president,president,president,,Person
http://dbpedia.org/ontology/generalManager,general manager,general manager,generalManager,SportsTeam,Person
http://dbpedia.org/ontology/crewMember,crew member,crew member,crewMember,SpaceMission,Astronaut
http://dbpedia.org/ontology/drainsFrom,drains from,drains from,drainsFrom,AnatomicalStructure,AnatomicalStructure
http://dbpedia.org/ontology/trustee,trustee,trustee,trustee,Organisation,Person
http://dbpedia.org/ontology/associateEditor,associate editor,associate editor,associateEditor,Newspaper,Person
http://dbpedia.org/ontology/twinCountry,twin country,twin country,twinCountry,Country,Country
http://dbpedia.org/ontology/areaRural,area rural (m2),area rural (m2),areaRural,PopulatedPlace,Area
http://dbpedia.org/ontology/atcCode,ATC code,ATC code,atcCode,,
http://dbpedia.org/ontology/championships,championships,championships,championships,Agent,
http://dbpedia.org/ontology/cityType,city type,city type,cityType,PopulatedPlace,
http://dbpedia.org/ontology/coachingRecord,coaching record,coaching record,coachingRecord,CollegeCoach,
http://dbpedia.org/ontology/day,day,day,day,Settlement,
http://dbpedia.org/ontology/endYearOfInsertion,end year of insertion,end year of insertion,endYearOfInsertion,AutomobileEngine,
http://dbpedia.org/ontology/fastestLap,fastest lap,fastest lap,fastestLap,FormulaOneRacer,
http://dbpedia.org/ontology/fees,fees ($),fees ($),fees,School,Currency
http://dbpedia.org/ontology/frequentlyUpdated,frequently updated,frequently updated,frequentlyUpdated,Software,
http://dbpedia.org/ontology/gradName,GARDName,GARDName,gradName,Disease,
http://dbpedia.org/ontology/gradNum,GARDNum,GARDNum,gradNum,Disease,
http://dbpedia.org/ontology/hallOfFame,hall of fame,hall of fame,hallOfFame,IceHockeyPlayer,
http://dbpedia.org/ontology/icdo,ICDO,ICDO,icdo,Disease,
http://dbpedia.org/ontology/nationalRanking,national ranking,national ranking,nationalRanking,EducationalInstitution,
http://dbpedia.org/ontology/nord,NORD,NORD,nord,Disease,
http://dbpedia.org/ontology/podiums,podiums,podiums,podiums,FormulaOneRacer,
http://dbpedia.org/ontology/poles,poles,poles,poles,FormulaOneRacer,
http://dbpedia.org/ontology/races,races,races,races,FormulaOneRacer,
http://dbpedia.org/ontology/startYearOfInsertion,start year of insertion,start year of insertion,startYearOfInsertion,AutomobileEngine,
http://dbpedia.org/ontology/statisticValue,statistic value,statistic value,statisticValue,BaseballPlayer,
http://dbpedia.org/ontology/supplementalDraftRound,supplemental draft round,supplemental draft round,supplementalDraftRound,Athlete,
http://dbpedia.org/ontology/supplementalDraftYear,supplemental draft year,supplemental draft year,supplementalDraftYear,GridironFootballPlayer,
http://dbpedia.org/ontology/flyingHours,flying hours (s),flying hours (s),flyingHours,MilitaryUnit,Time
http://dbpedia.org/ontology/numberOfDeaths,number of deaths,number of deaths,numberOfDeaths,ConcentrationCamp,
http://dbpedia.org/ontology/numberOfPads,number of pads,number of pads,numberOfPads,LaunchPad,
http://dbpedia.org/ontology/productionEndDate,production end date,production end date,productionEndDate,,
http://dbpedia.org/ontology/productionStartDate,production start date,production start date,productionStartDate,,
http://dbpedia.org/ontology/recommissioningDate,recommissioning date,recommissioning date,recommissioningDate,Ship,
http://dbpedia.org/ontology/declination,declination,declination,declination,Constellation,
http://dbpedia.org/ontology/deliveryDate,delivery date,delivery date,deliveryDate,,
http://dbpedia.org/ontology/endYearOfSales,end year of sales,end year of sales,endYearOfSales,Sales,
http://dbpedia.org/ontology/model,model,model,model,Sales,
http://dbpedia.org/ontology/startYearOfSales,start year of sales,start year of sales,startYearOfSales,Sales,
http://dbpedia.org/ontology/deathCause,death cause,death cause,deathCause,Person,
http://dbpedia.org/ontology/capital,capital,capital,capital,PopulatedPlace,City
http://dbpedia.org/ontology/employer,employer,employer,employer,Person,Organisation
http://dbpedia.org/ontology/largestCity,largest city,largest city,largestCity,PopulatedPlace,PopulatedPlace
http://dbpedia.org/ontology/month,month,month,month,,
http://dbpedia.org/ontology/neighbourConstellations,neighbour constellations,neighbour constellations,neighbourConstellations,Constellation,
http://dbpedia.org/ontology/affiliation,affiliation,affiliation,affiliation,,Organisation
http://dbpedia.org/ontology/aircraftAttack,aircraft attack,aircraft attack,aircraftAttack,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftBomber,aircraft bomber,aircraft bomber,aircraftBomber,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftFighter,aircraft fighter,aircraft fighter,aircraftFighter,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftHelicopter,aircraft helicopter,aircraft helicopter,aircraftHelicopter,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftHelicopterAttack,aircraft helicopter attack,aircraft helicopter attack,aircraftHelicopterAttack,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftHelicopterCargo,aircraft helicopter cargo,aircraft helicopter cargo,aircraftHelicopterCargo,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftHelicopterMultirole,aircraft helicopter multirole,aircraft helicopter multirole,aircraftHelicopterMultirole,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftHelicopterObservation,aircraft helicopter observation,aircraft helicopter observation,aircraftHelicopterObservation,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftHelicopterUtility,aircraft helicopter utility,aircraft helicopter utility,aircraftHelicopterUtility,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftPatrol,aircraft patrol,aircraft patrol,aircraftPatrol,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftRecon,aircraft recon,aircraft recon,aircraftRecon,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftTrainer,aircraft trainer,aircraft trainer,aircraftTrainer,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/aircraftTransport,aircraft transport,aircraft transport,aircraftTransport,MilitaryUnit,MeanOfTransportation
http://dbpedia.org/ontology/album,album,album,album,,Album
http://dbpedia.org/ontology/architect,architect,architect,architect,ArchitecturalStructure,Architect
http://dbpedia.org/ontology/architecturalStyle,architectural style,architectural style,architecturalStyle,ArchitecturalStructure,
http://dbpedia.org/ontology/assembly,assembly,assembly,assembly,MeanOfTransportation,
http://dbpedia.org/ontology/associatedBand,associated band,associated band,associatedBand,,Band
http://dbpedia.org/ontology/associatedMusicalArtist,associated musical artist,associated musical artist,associatedMusicalArtist,,MusicalArtist
http://dbpedia.org/ontology/author,author,author,author,Work,Person
http://dbpedia.org/ontology/basedOn,based on,based on,basedOn,Work,Work
http://dbpedia.org/ontology/battle,battle,battle,battle,,MilitaryConflict
http://dbpedia.org/ontology/binomialAuthority,binomial authority,binomial authority,binomialAuthority,Species,
http://dbpedia.org/ontology/bodyStyle,body style,body style,bodyStyle,Automobile,
http://dbpedia.org/ontology/broadcastArea,broadcast area,broadcast area,broadcastArea,Broadcaster,PopulatedPlace
http://dbpedia.org/ontology/builder,builder,builder,builder,,
http://dbpedia.org/ontology/category,category,category,category,,
http://dbpedia.org/ontology/chairman,chairman,chairman,chairman,,Person
http://dbpedia.org/ontology/channel,channel,channel,channel,,Broadcaster
http://dbpedia.org/ontology/child,child,child,child,Person,Person
http://dbpedia.org/ontology/cinematography,cinematography,cinematography,cinematography,Film,Person
http://dbpedia.org/ontology/city,city,city,city,,City
http://dbpedia.org/ontology/class,class,class,class,,
http://dbpedia.org/ontology/closingFilm,closing film,closing film,closingFilm,FilmFestival,Film
http://dbpedia.org/ontology/coach,coach,coach,coach,,Person
http://dbpedia.org/ontology/commandStructure,command structure,command structure,commandStructure,MilitaryUnit,MilitaryUnit
http://dbpedia.org/ontology/commander,commander,commander,commander,,Person
http://dbpedia.org/ontology/company,company,company,company,,Organisation
http://dbpedia.org/ontology/composer,composer,composer,composer,Work,Person
http://dbpedia.org/ontology/constituencyDistrict,constituency district,constituency district,constituencyDistrict,,PopulatedPlace
http://dbpedia.org/ontology/convictionPenalty,conviction penalty,conviction penalty,convictionPenalty,Criminal,
http://dbpedia.org/ontology/countryWithFirstAstronaut,country with first astronaut,country with first astronaut,countryWithFirstAstronaut,YearInSpaceflight,Country
http://dbpedia.org/ontology/countryWithFirstSatellite,country with first satellite,country with first satellite,countryWithFirstSatellite,YearInSpaceflight,Country
http://dbpedia.org/ontology/countryWithFirstSatelliteLaunched,country with first satellite launched,country with first satellite launched,countryWithFirstSatelliteLaunched,YearInSpaceflight,Country
http://dbpedia.org/ontology/countryWithFirstSpaceflight,country with first spaceflight,country with first spaceflight,countryWithFirstSpaceflight,YearInSpaceflight,Country
http://dbpedia.org/ontology/creativeDirector,creative director,creative director,creativeDirector,TelevisionShow,Person
http://dbpedia.org/ontology/crosses,crosses,crosses,crosses,Bridge,River
http://dbpedia.org/ontology/currentMember,current member,current member,currentMember,SportsTeam,Person
http://dbpedia.org/ontology/damage,damage amount,damage amount,damage,Event,Currency
http://dbpedia.org/ontology/deputy,deputy,deputy,deputy,,Person
http://dbpedia.org/ontology/designCompany,designer company,designer company,designCompany,,Company
http://dbpedia.org/ontology/designer,designer,designer,designer,,Person
http://dbpedia.org/ontology/discipline,discipline,discipline,discipline,Agent,
http://dbpedia.org/ontology/discoverer,discoverer,discoverer,discoverer,,Person
http://dbpedia.org/ontology/distributingCompany,distributing company,distributing company,distributingCompany,RecordLabel,Company
http://dbpedia.org/ontology/distributingLabel,distributing label,distributing label,distributingLabel,RecordLabel,RecordLabel
http://dbpedia.org/ontology/distributor,distributor,distributor,distributor,,Organisation
http://dbpedia.org/ontology/district,district,district,district,Place,PopulatedPlace
http://dbpedia.org/ontology/division,division,division,division,,
http://dbpedia.org/ontology/editing,editing,editing,editing,Film,Person
http://dbpedia.org/ontology/editor,editor,editor,editor,,Agent
http://dbpedia.org/ontology/education,education,education,education,Person,
http://dbpedia.org/ontology/endingTheme,ending theme,ending theme,endingTheme,TelevisionShow,Work
http://dbpedia.org/ontology/engine,engine,engine,engine,Automobile,AutomobileEngine
http://dbpedia.org/ontology/engineer,engineer,engineer,engineer,,Person
http://dbpedia.org/ontology/europeanAffiliation,european affiliation,european affiliation,europeanAffiliation,PoliticalParty,
http://dbpedia.org/ontology/event,event,event,event,,Event
http://dbpedia.org/ontology/executiveProducer,executive producer,executive producer,executiveProducer,,Person
http://dbpedia.org/ontology/family,family,family,family,Species,Species
http://dbpedia.org/ontology/fastestDriver,fastest driver,fastest driver,fastestDriver,GrandPrix,Person
http://dbpedia.org/ontology/fastestDriverCountry,fastest driver country,fastest driver country,fastestDriverCountry,GrandPrix,Country
http://dbpedia.org/ontology/fastestDriverTeam,fastest driver team,fastest driver team,fastestDriverTeam,GrandPrix,SportsTeam
http://dbpedia.org/ontology/field,field,field,field,Artist,
http://dbpedia.org/ontology/firstDriver,first driver,first driver,firstDriver,GrandPrix,Person
http://dbpedia.org/ontology/firstDriverCountry,first driver country,first driver country,firstDriverCountry,GrandPrix,Country
